name,group,kind,nnz,rows,cols,link
torsion1,GHS_psdef,Duplicate Optimization Problem,197608,40000,40000,https://sparse.tamu.edu/MM/GHS_psdef/torsion1.tar.gz
rajat15,Rajat,Circuit Simulation Problem,443573,37261,37261,https://sparse.tamu.edu/MM/Rajat/rajat15.tar.gz
mri1,Bydder,Computer Graphics/Vision Problem,589824,65536,147456,https://sparse.tamu.edu/MM/Bydder/mri1.tar.gz
mri2,Bydder,Computer Graphics/Vision Problem,569160,63240,147456,https://sparse.tamu.edu/MM/Bydder/mri2.tar.gz
airfoil_2d,Engwirda,Computational Fluid Dynamics Problem,259688,14214,14214,https://sparse.tamu.edu/MM/Engwirda/airfoil_2d.tar.gz
dc1,IBM_EDA,Circuit Simulation Problem Sequence,766396,116835,116835,https://sparse.tamu.edu/MM/IBM_EDA/dc1.tar.gz
dc2,IBM_EDA,Subsequent Circuit Simulation Problem,766396,116835,116835,https://sparse.tamu.edu/MM/IBM_EDA/dc2.tar.gz
dc3,IBM_EDA,Subsequent Circuit Simulation Problem,766396,116835,116835,https://sparse.tamu.edu/MM/IBM_EDA/dc3.tar.gz
trans4,IBM_EDA,Circuit Simulation Problem Sequence,749800,116835,116835,https://sparse.tamu.edu/MM/IBM_EDA/trans4.tar.gz
trans5,IBM_EDA,Subsequent Circuit Simulation Problem,749800,116835,116835,https://sparse.tamu.edu/MM/IBM_EDA/trans5.tar.gz
robot,Morandini,Robotics Problem,870,120,120,https://sparse.tamu.edu/MM/Morandini/robot.tar.gz
rotor1,Morandini,Structural Problem,708,100,100,https://sparse.tamu.edu/MM/Morandini/rotor1.tar.gz
rotor2,Morandini,Structural Problem,10685,791,791,https://sparse.tamu.edu/MM/Morandini/rotor2.tar.gz
tomography,MathWorks,Computer Graphics/Vision Problem,28726,500,500,https://sparse.tamu.edu/MM/MathWorks/tomography.tar.gz
Kemelmacher,Kemelmacher,Computer Graphics/Vision Problem,100875,28452,9693,https://sparse.tamu.edu/MM/Kemelmacher/Kemelmacher.tar.gz
Kuu,MathWorks,Structural Problem,340200,7102,7102,https://sparse.tamu.edu/MM/MathWorks/Kuu.tar.gz
Muu,MathWorks,Structural Problem,170134,7102,7102,https://sparse.tamu.edu/MM/MathWorks/Muu.tar.gz
deltaX,Toledo,Counter Example Problem,247424,68600,21961,https://sparse.tamu.edu/MM/Toledo/deltaX.tar.gz
std1_Jac2_db,VanVelzen,Chemical Process Simulation Problem,498771,21982,21982,https://sparse.tamu.edu/MM/VanVelzen/std1_Jac2_db.tar.gz
std1_Jac2,VanVelzen,Chemical Process Simulation Problem,1248213,21982,21982,https://sparse.tamu.edu/MM/VanVelzen/std1_Jac2.tar.gz
std1_Jac3_db,VanVelzen,Chemical Process Simulation Problem,531826,21982,21982,https://sparse.tamu.edu/MM/VanVelzen/std1_Jac3_db.tar.gz
std1_Jac3,VanVelzen,Chemical Process Simulation Problem,1455374,21982,21982,https://sparse.tamu.edu/MM/VanVelzen/std1_Jac3.tar.gz
Zd_Jac2_db,VanVelzen,Chemical Process Simulation Problem,676439,22835,22835,https://sparse.tamu.edu/MM/VanVelzen/Zd_Jac2_db.tar.gz
Zd_Jac2,VanVelzen,Chemical Process Simulation Problem,1642407,22835,22835,https://sparse.tamu.edu/MM/VanVelzen/Zd_Jac2.tar.gz
Zd_Jac3_db,VanVelzen,Chemical Process Simulation Problem,713907,22835,22835,https://sparse.tamu.edu/MM/VanVelzen/Zd_Jac3_db.tar.gz
Zd_Jac3,VanVelzen,Chemical Process Simulation Problem,1915726,22835,22835,https://sparse.tamu.edu/MM/VanVelzen/Zd_Jac3.tar.gz
Zd_Jac6_db,VanVelzen,Chemical Process Simulation Problem,663643,22835,22835,https://sparse.tamu.edu/MM/VanVelzen/Zd_Jac6_db.tar.gz
Zd_Jac6,VanVelzen,Chemical Process Simulation Problem,1711557,22835,22835,https://sparse.tamu.edu/MM/VanVelzen/Zd_Jac6.tar.gz
rajat16,Rajat,Circuit Simulation Problem,476766,94294,94294,https://sparse.tamu.edu/MM/Rajat/rajat16.tar.gz
rajat17,Rajat,Circuit Simulation Problem,479246,94294,94294,https://sparse.tamu.edu/MM/Rajat/rajat17.tar.gz
rajat18,Rajat,Circuit Simulation Problem,479151,94294,94294,https://sparse.tamu.edu/MM/Rajat/rajat18.tar.gz
rajat19,Rajat,Circuit Simulation Problem,3699,1157,1157,https://sparse.tamu.edu/MM/Rajat/rajat19.tar.gz
bundle1,Lourakis,Computer Graphics/Vision Problem,770811,10581,10581,https://sparse.tamu.edu/MM/Lourakis/bundle1.tar.gz
benzene,PARSEC,Theoretical/Quantum Chemistry Problem,242669,8219,8219,https://sparse.tamu.edu/MM/PARSEC/benzene.tar.gz
CO,PARSEC,Theoretical/Quantum Chemistry Problem,7666057,221119,221119,https://sparse.tamu.edu/MM/PARSEC/CO.tar.gz
Ga10As10H30,PARSEC,Theoretical/Quantum Chemistry Problem,6115633,113081,113081,https://sparse.tamu.edu/MM/PARSEC/Ga10As10H30.tar.gz
Ga19As19H42,PARSEC,Theoretical/Quantum Chemistry Problem,8884839,133123,133123,https://sparse.tamu.edu/MM/PARSEC/Ga19As19H42.tar.gz
Ga3As3H12,PARSEC,Theoretical/Quantum Chemistry Problem,5970947,61349,61349,https://sparse.tamu.edu/MM/PARSEC/Ga3As3H12.tar.gz
Ga41As41H72,PARSEC,Theoretical/Quantum Chemistry Problem,18488476,268096,268096,https://sparse.tamu.edu/MM/PARSEC/Ga41As41H72.tar.gz
GaAsH6,PARSEC,Theoretical/Quantum Chemistry Problem,3381809,61349,61349,https://sparse.tamu.edu/MM/PARSEC/GaAsH6.tar.gz
Ge87H76,PARSEC,Theoretical/Quantum Chemistry Problem,7892195,112985,112985,https://sparse.tamu.edu/MM/PARSEC/Ge87H76.tar.gz
Ge99H100,PARSEC,Theoretical/Quantum Chemistry Problem,8451395,112985,112985,https://sparse.tamu.edu/MM/PARSEC/Ge99H100.tar.gz
H2O,PARSEC,Theoretical/Quantum Chemistry Problem,2216736,67024,67024,https://sparse.tamu.edu/MM/PARSEC/H2O.tar.gz
Na5,PARSEC,Theoretical/Quantum Chemistry Problem,305630,5832,5832,https://sparse.tamu.edu/MM/PARSEC/Na5.tar.gz
Si10H16,PARSEC,Theoretical/Quantum Chemistry Problem,875923,17077,17077,https://sparse.tamu.edu/MM/PARSEC/Si10H16.tar.gz
Si2,PARSEC,Theoretical/Quantum Chemistry Problem,17801,769,769,https://sparse.tamu.edu/MM/PARSEC/Si2.tar.gz
Si34H36,PARSEC,Theoretical/Quantum Chemistry Problem,5156379,97569,97569,https://sparse.tamu.edu/MM/PARSEC/Si34H36.tar.gz
Si41Ge41H72,PARSEC,Theoretical/Quantum Chemistry Problem,15011265,185639,185639,https://sparse.tamu.edu/MM/PARSEC/Si41Ge41H72.tar.gz
Si5H12,PARSEC,Theoretical/Quantum Chemistry Problem,738598,19896,19896,https://sparse.tamu.edu/MM/PARSEC/Si5H12.tar.gz
Si87H76,PARSEC,Theoretical/Quantum Chemistry Problem,10661631,240369,240369,https://sparse.tamu.edu/MM/PARSEC/Si87H76.tar.gz
SiH4,PARSEC,Theoretical/Quantum Chemistry Problem,171903,5041,5041,https://sparse.tamu.edu/MM/PARSEC/SiH4.tar.gz
SiNa,PARSEC,Theoretical/Quantum Chemistry Problem,198787,5743,5743,https://sparse.tamu.edu/MM/PARSEC/SiNa.tar.gz
SiO2,PARSEC,Theoretical/Quantum Chemistry Problem,11283503,155331,155331,https://sparse.tamu.edu/MM/PARSEC/SiO2.tar.gz
SiO,PARSEC,Theoretical/Quantum Chemistry Problem,1317655,33401,33401,https://sparse.tamu.edu/MM/PARSEC/SiO.tar.gz
rajat20,Rajat,Circuit Simulation Problem,604299,86916,86916,https://sparse.tamu.edu/MM/Rajat/rajat20.tar.gz
rajat21,Rajat,Circuit Simulation Problem,1876011,411676,411676,https://sparse.tamu.edu/MM/Rajat/rajat21.tar.gz
rajat22,Rajat,Circuit Simulation Problem,195429,39899,39899,https://sparse.tamu.edu/MM/Rajat/rajat22.tar.gz
rajat23,Rajat,Circuit Simulation Problem,555441,110355,110355,https://sparse.tamu.edu/MM/Rajat/rajat23.tar.gz
rajat24,Rajat,Circuit Simulation Problem,1946979,358172,358172,https://sparse.tamu.edu/MM/Rajat/rajat24.tar.gz
rajat25,Rajat,Circuit Simulation Problem,606489,87190,87190,https://sparse.tamu.edu/MM/Rajat/rajat25.tar.gz
rajat26,Rajat,Circuit Simulation Problem,247528,51032,51032,https://sparse.tamu.edu/MM/Rajat/rajat26.tar.gz
rajat27,Rajat,Circuit Simulation Problem,97353,20640,20640,https://sparse.tamu.edu/MM/Rajat/rajat27.tar.gz
rajat28,Rajat,Circuit Simulation Problem,606489,87190,87190,https://sparse.tamu.edu/MM/Rajat/rajat28.tar.gz
Sieber,MathWorks,Counter Example Problem,14873,2290,2290,https://sparse.tamu.edu/MM/MathWorks/Sieber.tar.gz
ex3sta1,Andrianov,Optimization Problem,678998,16782,16782,https://sparse.tamu.edu/MM/Andrianov/ex3sta1.tar.gz
fxm3_6,Andrianov,Optimization Problem,94026,5026,5026,https://sparse.tamu.edu/MM/Andrianov/fxm3_6.tar.gz
fxm4_6,Andrianov,Optimization Problem,497844,18892,18892,https://sparse.tamu.edu/MM/Andrianov/fxm4_6.tar.gz
ins2,Andrianov,Optimization Problem,2751484,309412,309412,https://sparse.tamu.edu/MM/Andrianov/ins2.tar.gz
lp1,Andrianov,Optimization Problem,1643420,534388,534388,https://sparse.tamu.edu/MM/Andrianov/lp1.tar.gz
lpl1,Andrianov,Optimization Problem,328036,32460,32460,https://sparse.tamu.edu/MM/Andrianov/lpl1.tar.gz
mip1,Andrianov,Optimization Problem,10352819,66463,66463,https://sparse.tamu.edu/MM/Andrianov/mip1.tar.gz
net100,Andrianov,Optimization Problem,2033200,29920,29920,https://sparse.tamu.edu/MM/Andrianov/net100.tar.gz
net125,Andrianov,Optimization Problem,2577200,36720,36720,https://sparse.tamu.edu/MM/Andrianov/net125.tar.gz
net150,Andrianov,Optimization Problem,3121200,43520,43520,https://sparse.tamu.edu/MM/Andrianov/net150.tar.gz
net25,Andrianov,Optimization Problem,401200,9520,9520,https://sparse.tamu.edu/MM/Andrianov/net25.tar.gz
net4-1,Andrianov,Optimization Problem,2441727,88343,88343,https://sparse.tamu.edu/MM/Andrianov/net4-1.tar.gz
net50,Andrianov,Optimization Problem,945200,16320,16320,https://sparse.tamu.edu/MM/Andrianov/net50.tar.gz
net75,Andrianov,Optimization Problem,1489200,23120,23120,https://sparse.tamu.edu/MM/Andrianov/net75.tar.gz
pattern1,Andrianov,Optimization Problem,9323432,19242,19242,https://sparse.tamu.edu/MM/Andrianov/pattern1.tar.gz
pf2177,Andrianov,Optimization Problem,725144,9728,9728,https://sparse.tamu.edu/MM/Andrianov/pf2177.tar.gz
fp,MKS,Electromagnetics Problem,834222,7548,7548,https://sparse.tamu.edu/MM/MKS/fp.tar.gz
rajat29,Rajat,Circuit Simulation Problem,3760246,643994,643994,https://sparse.tamu.edu/MM/Rajat/rajat29.tar.gz
rajat30,Rajat,Circuit Simulation Problem,6175244,643994,643994,https://sparse.tamu.edu/MM/Rajat/rajat30.tar.gz
rajat31,Rajat,Circuit Simulation Problem,20316253,4690002,4690002,https://sparse.tamu.edu/MM/Rajat/rajat31.tar.gz
laminar_duct3D,Raju,Computational Fluid Dynamics Problem,3788857,67173,67173,https://sparse.tamu.edu/MM/Raju/laminar_duct3D.tar.gz
Chem97Zt,Bates,Statistical/Mathematical Problem,62044,2541,31022,https://sparse.tamu.edu/MM/Bates/Chem97Zt.tar.gz
Chem97ZtZ,Bates,Statistical/Mathematical Problem,7361,2541,2541,https://sparse.tamu.edu/MM/Bates/Chem97ZtZ.tar.gz
thermal1,Schmid,Thermal Problem,574458,82654,82654,https://sparse.tamu.edu/MM/Schmid/thermal1.tar.gz
thermal2,Schmid,Thermal Problem,8580313,1228045,1228045,https://sparse.tamu.edu/MM/Schmid/thermal2.tar.gz
Kaufhold,MathWorks,Counter Example Problem,42471,8765,8765,https://sparse.tamu.edu/MM/MathWorks/Kaufhold.tar.gz
ted_A,Bindel,Thermal Problem,424587,10605,10605,https://sparse.tamu.edu/MM/Bindel/ted_A.tar.gz
ted_B,Bindel,Thermal Problem,144579,10605,10605,https://sparse.tamu.edu/MM/Bindel/ted_B.tar.gz
ted_AB,Bindel,Thermal Problem,522387,10605,10605,https://sparse.tamu.edu/MM/Bindel/ted_AB.tar.gz
ted_A_unscaled,Bindel,Thermal Problem,424587,10605,10605,https://sparse.tamu.edu/MM/Bindel/ted_A_unscaled.tar.gz
ted_B_unscaled,Bindel,Thermal Problem,144579,10605,10605,https://sparse.tamu.edu/MM/Bindel/ted_B_unscaled.tar.gz
ted_AB_unscaled,Bindel,Thermal Problem,522387,10605,10605,https://sparse.tamu.edu/MM/Bindel/ted_AB_unscaled.tar.gz
F1,Koutsovasilis,Structural Problem,26837113,343791,343791,https://sparse.tamu.edu/MM/Koutsovasilis/F1.tar.gz
G2_circuit,AMD,Circuit Simulation Problem,726674,150102,150102,https://sparse.tamu.edu/MM/AMD/G2_circuit.tar.gz
ckt11752_dc_1,IBM_EDA,Circuit Simulation Problem,333029,49702,49702,https://sparse.tamu.edu/MM/IBM_EDA/ckt11752_dc_1.tar.gz
ckt11752_tr_0,IBM_EDA,Circuit Simulation Problem,332807,49702,49702,https://sparse.tamu.edu/MM/IBM_EDA/ckt11752_tr_0.tar.gz
ASIC_100k,Sandia,Circuit Simulation Problem,940621,99340,99340,https://sparse.tamu.edu/MM/Sandia/ASIC_100k.tar.gz
ASIC_100ks,Sandia,Circuit Simulation Problem,578890,99190,99190,https://sparse.tamu.edu/MM/Sandia/ASIC_100ks.tar.gz
ASIC_320k,Sandia,Circuit Simulation Problem,1931828,321821,321821,https://sparse.tamu.edu/MM/Sandia/ASIC_320k.tar.gz
ASIC_320ks,Sandia,Circuit Simulation Problem,1316085,321671,321671,https://sparse.tamu.edu/MM/Sandia/ASIC_320ks.tar.gz
ASIC_680k,Sandia,Circuit Simulation Problem,2638997,682862,682862,https://sparse.tamu.edu/MM/Sandia/ASIC_680k.tar.gz
ASIC_680ks,Sandia,Circuit Simulation Problem,1693767,682712,682712,https://sparse.tamu.edu/MM/Sandia/ASIC_680ks.tar.gz
G3_circuit,AMD,Circuit Simulation Problem,7660826,1585478,1585478,https://sparse.tamu.edu/MM/AMD/G3_circuit.tar.gz
apache1,GHS_psdef,Structural Problem,542184,80800,80800,https://sparse.tamu.edu/MM/GHS_psdef/apache1.tar.gz
apache2,GHS_psdef,Structural Problem,4817870,715176,715176,https://sparse.tamu.edu/MM/GHS_psdef/apache2.tar.gz
bloweybl,GHS_indef,Materials Problem,109999,30003,30003,https://sparse.tamu.edu/MM/GHS_indef/bloweybl.tar.gz
bloweybq,GHS_indef,Materials Problem,49999,10001,10001,https://sparse.tamu.edu/MM/GHS_indef/bloweybq.tar.gz
cvxqp3,GHS_indef,Optimization Problem,114962,17500,17500,https://sparse.tamu.edu/MM/GHS_indef/cvxqp3.tar.gz
qpband,GHS_indef,Optimization Problem,45000,20000,20000,https://sparse.tamu.edu/MM/GHS_indef/qpband.tar.gz
chipcool0,Oberwolfach,Model Reduction Problem,281150,20082,20082,https://sparse.tamu.edu/MM/Oberwolfach/chipcool0.tar.gz
chipcool1,Oberwolfach,Model Reduction Problem,281150,20082,20082,https://sparse.tamu.edu/MM/Oberwolfach/chipcool1.tar.gz
filter2D,Oberwolfach,Model Reduction Problem,10750,1668,1668,https://sparse.tamu.edu/MM/Oberwolfach/filter2D.tar.gz
filter3D,Oberwolfach,Model Reduction Problem,2707179,106437,106437,https://sparse.tamu.edu/MM/Oberwolfach/filter3D.tar.gz
flowmeter0,Oberwolfach,Model Reduction Problem,67391,9669,9669,https://sparse.tamu.edu/MM/Oberwolfach/flowmeter0.tar.gz
flowmeter5,Oberwolfach,Model Reduction Problem,67391,9669,9669,https://sparse.tamu.edu/MM/Oberwolfach/flowmeter5.tar.gz
gas_sensor,Oberwolfach,Model Reduction Problem,1703365,66917,66917,https://sparse.tamu.edu/MM/Oberwolfach/gas_sensor.tar.gz
gyro,Oberwolfach,Model Reduction Problem,1021159,17361,17361,https://sparse.tamu.edu/MM/Oberwolfach/gyro.tar.gz
inlet,Oberwolfach,Model Reduction Problem,328323,11730,11730,https://sparse.tamu.edu/MM/Oberwolfach/inlet.tar.gz
LF10000,Oberwolfach,Model Reduction Problem,99982,19998,19998,https://sparse.tamu.edu/MM/Oberwolfach/LF10000.tar.gz
LF10,Oberwolfach,Model Reduction Problem,82,18,18,https://sparse.tamu.edu/MM/Oberwolfach/LF10.tar.gz
LFAT5000,Oberwolfach,Model Reduction Problem,79966,19994,19994,https://sparse.tamu.edu/MM/Oberwolfach/LFAT5000.tar.gz
LFAT5,Oberwolfach,Model Reduction Problem,46,14,14,https://sparse.tamu.edu/MM/Oberwolfach/LFAT5.tar.gz
piston,Oberwolfach,Model Reduction Problem,100015,2025,2025,https://sparse.tamu.edu/MM/Oberwolfach/piston.tar.gz
rail_1357,Oberwolfach,Model Reduction Problem,8985,1357,1357,https://sparse.tamu.edu/MM/Oberwolfach/rail_1357.tar.gz
rail_20209,Oberwolfach,Model Reduction Problem,139233,20209,20209,https://sparse.tamu.edu/MM/Oberwolfach/rail_20209.tar.gz
rail_5177,Oberwolfach,Model Reduction Problem,35185,5177,5177,https://sparse.tamu.edu/MM/Oberwolfach/rail_5177.tar.gz
rail_79841,Oberwolfach,Model Reduction Problem,553921,79841,79841,https://sparse.tamu.edu/MM/Oberwolfach/rail_79841.tar.gz
spiral,Oberwolfach,Model Reduction Problem,18228,1434,1434,https://sparse.tamu.edu/MM/Oberwolfach/spiral.tar.gz
t2dah,Oberwolfach,Model Reduction Problem,176117,11445,11445,https://sparse.tamu.edu/MM/Oberwolfach/t2dah.tar.gz
t2dal_bci,Oberwolfach,Model Reduction Problem,37465,4257,4257,https://sparse.tamu.edu/MM/Oberwolfach/t2dal_bci.tar.gz
t2dal,Oberwolfach,Model Reduction Problem,37465,4257,4257,https://sparse.tamu.edu/MM/Oberwolfach/t2dal.tar.gz
t3dh,Oberwolfach,Model Reduction Problem,4352105,79171,79171,https://sparse.tamu.edu/MM/Oberwolfach/t3dh.tar.gz
t3dl,Oberwolfach,Model Reduction Problem,509866,20360,20360,https://sparse.tamu.edu/MM/Oberwolfach/t3dl.tar.gz
windscreen,Oberwolfach,Model Reduction Problem,1482390,22692,22692,https://sparse.tamu.edu/MM/Oberwolfach/windscreen.tar.gz
bone010,Oberwolfach,Model Reduction Problem,47851783,986703,986703,https://sparse.tamu.edu/MM/Oberwolfach/bone010.tar.gz
boneS01,Oberwolfach,Model Reduction Problem,5516602,127224,127224,https://sparse.tamu.edu/MM/Oberwolfach/boneS01.tar.gz
boneS10,Oberwolfach,Model Reduction Problem,40878708,914898,914898,https://sparse.tamu.edu/MM/Oberwolfach/boneS10.tar.gz
California,Pajek,Directed Graph,16150,9664,9664,https://sparse.tamu.edu/MM/Pajek/California.tar.gz
Cities,Pajek,Weighted Bipartite Graph,1342,55,46,https://sparse.tamu.edu/MM/Pajek/Cities.tar.gz
CSphd,Pajek,Directed Graph,1740,1882,1882,https://sparse.tamu.edu/MM/Pajek/CSphd.tar.gz
dictionary28,Pajek,Undirected Graph,178076,52652,52652,https://sparse.tamu.edu/MM/Pajek/dictionary28.tar.gz
divorce,Pajek,Bipartite Graph,225,50,9,https://sparse.tamu.edu/MM/Pajek/divorce.tar.gz
EAT_RS,Pajek,Directed Weighted Graph,325592,23219,23219,https://sparse.tamu.edu/MM/Pajek/EAT_RS.tar.gz
EAT_SR,Pajek,Directed Weighted Graph,325589,23219,23219,https://sparse.tamu.edu/MM/Pajek/EAT_SR.tar.gz
EPA,Pajek,Directed Graph,8965,4772,4772,https://sparse.tamu.edu/MM/Pajek/EPA.tar.gz
Erdos02,Pajek,Undirected Graph,16944,6927,6927,https://sparse.tamu.edu/MM/Pajek/Erdos02.tar.gz
Erdos971,Pajek,Undirected Graph,2628,472,472,https://sparse.tamu.edu/MM/Pajek/Erdos971.tar.gz
Erdos972,Pajek,Undirected Graph,14170,5488,5488,https://sparse.tamu.edu/MM/Pajek/Erdos972.tar.gz
Erdos981,Pajek,Undirected Graph,2762,485,485,https://sparse.tamu.edu/MM/Pajek/Erdos981.tar.gz
Erdos982,Pajek,Undirected Graph,14750,5822,5822,https://sparse.tamu.edu/MM/Pajek/Erdos982.tar.gz
Erdos991,Pajek,Undirected Graph,2834,492,492,https://sparse.tamu.edu/MM/Pajek/Erdos991.tar.gz
Erdos992,Pajek,Undirected Graph,15030,6100,6100,https://sparse.tamu.edu/MM/Pajek/Erdos992.tar.gz
EVA,Pajek,Directed Graph,6726,8497,8497,https://sparse.tamu.edu/MM/Pajek/EVA.tar.gz
FA,Pajek,Directed Weighted Graph,72176,10617,10617,https://sparse.tamu.edu/MM/Pajek/FA.tar.gz
foldoc,Pajek,Directed Weighted Graph,120238,13356,13356,https://sparse.tamu.edu/MM/Pajek/foldoc.tar.gz
football,Pajek,Directed Weighted Graph,118,35,35,https://sparse.tamu.edu/MM/Pajek/football.tar.gz
GD00_a,Pajek,Directed Graph,458,352,352,https://sparse.tamu.edu/MM/Pajek/GD00_a.tar.gz
GD00_c,Pajek,Directed Multigraph,1041,638,638,https://sparse.tamu.edu/MM/Pajek/GD00_c.tar.gz
GD01_a,Pajek,Directed Weighted Graph,645,311,311,https://sparse.tamu.edu/MM/Pajek/GD01_a.tar.gz
GD01_Acap,Pajek,Directed Multigraph,645,953,953,https://sparse.tamu.edu/MM/Pajek/GD01_Acap.tar.gz
GD01_b,Pajek,Directed Graph,37,18,18,https://sparse.tamu.edu/MM/Pajek/GD01_b.tar.gz
GD01_c,Pajek,Directed Multigraph,135,33,33,https://sparse.tamu.edu/MM/Pajek/GD01_c.tar.gz
GD02_a,Pajek,Directed Graph,87,23,23,https://sparse.tamu.edu/MM/Pajek/GD02_a.tar.gz
GD02_b,Pajek,Directed Graph,232,80,80,https://sparse.tamu.edu/MM/Pajek/GD02_b.tar.gz
GD06_Java,Pajek,Directed Graph,8032,1538,1538,https://sparse.tamu.edu/MM/Pajek/GD06_Java.tar.gz
GD06_theory,Pajek,Undirected Graph,380,101,101,https://sparse.tamu.edu/MM/Pajek/GD06_theory.tar.gz
GD95_a,Pajek,Directed Graph,57,36,36,https://sparse.tamu.edu/MM/Pajek/GD95_a.tar.gz
GD95_b,Pajek,Directed Graph,96,73,73,https://sparse.tamu.edu/MM/Pajek/GD95_b.tar.gz
GD95_c,Pajek,Directed Graph,287,62,62,https://sparse.tamu.edu/MM/Pajek/GD95_c.tar.gz
GD96_a,Pajek,Directed Multigraph,1677,1096,1096,https://sparse.tamu.edu/MM/Pajek/GD96_a.tar.gz
GD96_b,Pajek,Directed Graph,193,111,111,https://sparse.tamu.edu/MM/Pajek/GD96_b.tar.gz
GD96_c,Pajek,Undirected Graph,250,65,65,https://sparse.tamu.edu/MM/Pajek/GD96_c.tar.gz
GD96_d,Pajek,Directed Graph,229,180,180,https://sparse.tamu.edu/MM/Pajek/GD96_d.tar.gz
GD97_a,Pajek,Directed Graph,332,84,84,https://sparse.tamu.edu/MM/Pajek/GD97_a.tar.gz
GD97_b,Pajek,Undirected Weighted Graph,264,47,47,https://sparse.tamu.edu/MM/Pajek/GD97_b.tar.gz
GD97_c,Pajek,Directed Multigraph,460,452,452,https://sparse.tamu.edu/MM/Pajek/GD97_c.tar.gz
GD98_a,Pajek,Directed Graph,50,38,38,https://sparse.tamu.edu/MM/Pajek/GD98_a.tar.gz
GD98_b,Pajek,Directed Graph,207,121,121,https://sparse.tamu.edu/MM/Pajek/GD98_b.tar.gz
GD98_c,Pajek,Undirected Graph,336,112,112,https://sparse.tamu.edu/MM/Pajek/GD98_c.tar.gz
GD99_b,Pajek,Undirected Multigraph,252,64,64,https://sparse.tamu.edu/MM/Pajek/GD99_b.tar.gz
GD99_c,Pajek,Directed Graph,149,105,105,https://sparse.tamu.edu/MM/Pajek/GD99_c.tar.gz
geom,Pajek,Undirected Weighted Graph,23796,7343,7343,https://sparse.tamu.edu/MM/Pajek/geom.tar.gz
GlossGT,Pajek,Directed Graph,122,72,72,https://sparse.tamu.edu/MM/Pajek/GlossGT.tar.gz
HEP-th,Pajek,Directed Graph,342437,27240,27240,https://sparse.tamu.edu/MM/Pajek/HEP-th.tar.gz
HEP-th-new,Pajek,Directed Graph,352807,27770,27770,https://sparse.tamu.edu/MM/Pajek/HEP-th-new.tar.gz
IMDB,Pajek,Bipartite Graph,3782463,428440,896308,https://sparse.tamu.edu/MM/Pajek/IMDB.tar.gz
internet,Pajek,Directed Weighted Graph,207214,124651,124651,https://sparse.tamu.edu/MM/Pajek/internet.tar.gz
Journals,Pajek,Undirected Weighted Graph,12068,124,124,https://sparse.tamu.edu/MM/Pajek/Journals.tar.gz
Kohonen,Pajek,Directed Graph,12731,4470,4470,https://sparse.tamu.edu/MM/Pajek/Kohonen.tar.gz
Lederberg,Pajek,Directed Multigraph,41601,8843,8843,https://sparse.tamu.edu/MM/Pajek/Lederberg.tar.gz
NotreDame_actors,Barabasi,Bipartite Graph,1470404,392400,127823,https://sparse.tamu.edu/MM/Barabasi/NotreDame_actors.tar.gz
NotreDame_www,Barabasi,Directed Graph,929849,325729,325729,https://sparse.tamu.edu/MM/Barabasi/NotreDame_www.tar.gz
NotreDame_yeast,Barabasi,Undirected Graph,4480,2114,2114,https://sparse.tamu.edu/MM/Barabasi/NotreDame_yeast.tar.gz
ODLIS,Pajek,Directed Multigraph,18246,2909,2909,https://sparse.tamu.edu/MM/Pajek/ODLIS.tar.gz
patents_main,Pajek,Directed Weighted Graph,560943,240547,240547,https://sparse.tamu.edu/MM/Pajek/patents_main.tar.gz
patents,Pajek,Directed Graph,14970767,3774768,3774768,https://sparse.tamu.edu/MM/Pajek/patents.tar.gz
Ragusa16,Pajek,Directed Weighted Graph,81,24,24,https://sparse.tamu.edu/MM/Pajek/Ragusa16.tar.gz
Ragusa18,Pajek,Directed Weighted Graph,64,23,23,https://sparse.tamu.edu/MM/Pajek/Ragusa18.tar.gz
Reuters911,Pajek,Undirected Weighted Graph Sequence,296076,13332,13332,https://sparse.tamu.edu/MM/Pajek/Reuters911.tar.gz
Roget,Pajek,Directed Graph,5075,1022,1022,https://sparse.tamu.edu/MM/Pajek/Roget.tar.gz
Sandi_authors,Pajek,Undirected Weighted Graph,248,86,86,https://sparse.tamu.edu/MM/Pajek/Sandi_authors.tar.gz
Sandi_sandi,Pajek,Bipartite Graph,613,314,360,https://sparse.tamu.edu/MM/Pajek/Sandi_sandi.tar.gz
SciMet,Pajek,Directed Multigraph,10413,3084,3084,https://sparse.tamu.edu/MM/Pajek/SciMet.tar.gz
SmaGri,Pajek,Directed Multigraph,4919,1059,1059,https://sparse.tamu.edu/MM/Pajek/SmaGri.tar.gz
SmallW,Pajek,Directed Multigraph,994,396,396,https://sparse.tamu.edu/MM/Pajek/SmallW.tar.gz
Stranke94,Pajek,Undirected Weighted Graph,90,10,10,https://sparse.tamu.edu/MM/Pajek/Stranke94.tar.gz
Tina_AskCal,Pajek,Directed Graph,29,11,11,https://sparse.tamu.edu/MM/Pajek/Tina_AskCal.tar.gz
Tina_AskCog,Pajek,Directed Graph,36,11,11,https://sparse.tamu.edu/MM/Pajek/Tina_AskCog.tar.gz
Tina_DisCal,Pajek,Directed Graph,41,11,11,https://sparse.tamu.edu/MM/Pajek/Tina_DisCal.tar.gz
Tina_DisCog,Pajek,Directed Graph,48,11,11,https://sparse.tamu.edu/MM/Pajek/Tina_DisCog.tar.gz
